_id_xgb,Fecha,Prediction_xgb,Token,Prediction_LSTM,_id_lstm,Real_price,Prediction_Ensemble
670e950ada472f0d69dab183,2024-08-02 00:00:00,64214.771830045785,BTC,64458.41052777613,66fbb840c0bc76aa650021f6,65011.55523146095,64336.59117891095
670e950ada472f0d69dab184,2024-08-02 01:00:00,64138.44149808536,BTC,64424.67183438857,66fbb840c0bc76aa650021f7,64741.153081153854,64281.55666623697
670e950ada472f0d69dab185,2024-08-02 02:00:00,62632.77175543603,BTC,64391.08791428779,66fbb840c0bc76aa650021f8,64177.29310775757,63511.929834861905
670e950ada472f0d69dab186,2024-08-02 03:00:00,63315.8046653012,BTC,64357.644885663176,66fbb840c0bc76aa650021f9,64462.99325677148,63836.72477548219
670e950ada472f0d69dab187,2024-08-02 04:00:00,64313.88063827252,BTC,64324.33683700823,66fbb840c0bc76aa650021fa,64446.37202076676,64319.108737640374
670e950ada472f0d69dab188,2024-08-02 05:00:00,65857.42960241478,BTC,64291.18020372015,66fbb840c0bc76aa650021fb,64075.478625102965,65074.30490306746
670e950ada472f0d69dab189,2024-08-02 06:00:00,65226.04247443592,BTC,64258.17475706484,66fbb840c0bc76aa650021fc,64394.28870955653,64742.108615750374
670e950ada472f0d69dab18a,2024-08-02 07:00:00,66075.0021053467,BTC,64225.31137137581,66fbb840c0bc76aa650021fd,64180.01053702873,65150.15673836126
670e950ada472f0d69dab18b,2024-08-02 08:00:00,66243.20600747578,BTC,64192.586592430314,66fbb840c0bc76aa650021fe,64428.63008974319,65217.89629995305
670e950ada472f0d69dab18c,2024-08-02 09:00:00,64490.66977489754,BTC,64159.9935034926,66fbb840c0bc76aa650021ff,64462.409553259546,64325.33163919507
670e950ada472f0d69dab18d,2024-08-02 10:00:00,65213.23837764839,BTC,64127.538455083624,66fbb840c0bc76aa65002200,64709.81660671529,64670.38841636601
670e950ada472f0d69dab18e,2024-08-02 11:00:00,66818.90221788359,BTC,64095.221838160345,66fbb840c0bc76aa65002201,64674.23536819389,65457.06202802197
670e950ada472f0d69dab18f,2024-08-02 12:00:00,63752.00228300797,BTC,64063.03131731797,66fbb840c0bc76aa65002202,64713.68502284172,63907.516800162965
670e950ada472f0d69dab190,2024-08-02 13:00:00,64796.7687733595,BTC,64030.994801985784,66fbb840c0bc76aa65002203,65229.80058239655,64413.88178767264
670e950ada472f0d69dab191,2024-08-02 14:00:00,65421.9353138264,BTC,63999.103085906754,66fbb840c0bc76aa65002204,63513.92382726198,64710.519199866576
670e950ada472f0d69dab192,2024-08-02 15:00:00,66813.4252042488,BTC,63967.34711165335,66fbb840c0bc76aa65002205,63441.9230171871,65390.38615795107
670e950ada472f0d69dab193,2024-08-02 16:00:00,66399.98586027106,BTC,63935.75362595462,66fbb840c0bc76aa65002206,63283.20778006723,65167.86974311284
670e950ada472f0d69dab194,2024-08-02 17:00:00,63356.76600865903,BTC,63904.30973290624,66fbb840c0bc76aa65002207,63143.052911290506,63630.53787078263
670e950ada472f0d69dab195,2024-08-02 18:00:00,65835.43869814022,BTC,63873.013703558165,66fbb840c0bc76aa65002208,62859.66192491276,64854.226200849196
670e950ada472f0d69dab196,2024-08-02 19:00:00,68092.92470504377,BTC,63841.85190668386,66fbb840c0bc76aa65002209,62591.8420920075,65967.38830586382
670e950ada472f0d69dab197,2024-08-02 20:00:00,67127.52888217622,BTC,63810.81527105933,66fbb840c0bc76aa6500220a,62304.23277420408,65469.172076617775
670e950ada472f0d69dab198,2024-08-02 21:00:00,66514.36242041505,BTC,63779.92311684701,66fbb840c0bc76aa6500220b,62058.42389521284,65147.142768631034
670e950ada472f0d69dab199,2024-08-02 22:00:00,65668.85936321836,BTC,63749.16947956929,66fbb840c0bc76aa6500220c,61370.52952280207,64709.014421393826
670e950ada472f0d69dab19a,2024-08-02 23:00:00,65354.26970533846,BTC,63718.551633610376,66fbb840c0bc76aa6500220d,61414.67039035184,64536.41066947442
670e950ada472f0d69dab19b,2024-08-03 00:00:00,66471.75064243337,BTC,63688.08212067021,66fbb840c0bc76aa6500220e,61312.94862236108,65079.91638155179
670e950ada472f0d69dab19c,2024-08-03 01:00:00,65011.82714198524,BTC,63657.727833847784,66fbb840c0bc76aa6500220f,61210.52582740725,64334.77748791651
670e950ada472f0d69dab19d,2024-08-03 02:00:00,65012.87724256914,BTC,63627.47582774566,66fbb840c0bc76aa65002210,61321.23928950962,64320.1765351574
670e950ada472f0d69dab19e,2024-08-03 03:00:00,65342.67853651103,BTC,63597.33640901195,66fbb840c0bc76aa65002211,61855.1462644959,64470.00747276149
670e950ada472f0d69dab19f,2024-08-03 04:00:00,66897.50316664967,BTC,63567.308332301815,66fbb840c0bc76aa65002212,61488.568787013726,65232.40574947574
670e950ada472f0d69dab1a0,2024-08-03 05:00:00,66787.26112201816,BTC,63537.39307707184,66fbb840c0bc76aa65002213,61635.69789218455,65162.327099545
670e950ada472f0d69dab1a1,2024-08-03 06:00:00,68406.2566977945,BTC,63507.586840895085,66fbb840c0bc76aa65002214,61742.73356838116,65956.92176934479
670e950ada472f0d69dab1a2,2024-08-03 07:00:00,67082.26691484303,BTC,63477.89463488061,66fbb840c0bc76aa65002215,61670.81845225971,65280.080774861824
670e950ada472f0d69dab1a3,2024-08-03 08:00:00,66381.46279109034,BTC,63448.312195516264,66fbb840c0bc76aa65002216,61555.740468157885,64914.8874933033
670e950ada472f0d69dab1a4,2024-08-03 09:00:00,64121.07407747085,BTC,63418.83481902735,66fbb840c0bc76aa65002217,61675.604518045904,63769.9544482491
670e950ada472f0d69dab1a5,2024-08-03 10:00:00,66212.76838453882,BTC,63389.480175022225,66fbb840c0bc76aa65002218,61787.8825587366,64801.124279780524
670e950ada472f0d69dab1a6,2024-08-03 11:00:00,63764.790012131445,BTC,63360.25977987941,66fbb840c0bc76aa65002219,61862.3856386557,63562.52489600543
670e950ada472f0d69dab1a7,2024-08-03 12:00:00,67488.14673674232,BTC,63331.16601768834,66fbb840c0bc76aa6500221a,61947.52230344347,65409.65637721533
670e950ada472f0d69dab1a8,2024-08-03 13:00:00,66580.01627320376,BTC,63302.17379431313,66fbb840c0bc76aa6500221b,61929.92170725402,64941.09503375844
670e950ada472f0d69dab1a9,2024-08-03 14:00:00,64720.9683689868,BTC,63273.29593777135,66fbb840c0bc76aa6500221c,61979.91517117101,63997.132153379076
670e950ada472f0d69dab1aa,2024-08-03 15:00:00,65838.83670910183,BTC,63244.54334404953,66fbb840c0bc76aa6500221d,60993.83985294231,64541.690026575685
670e950ada472f0d69dab1ab,2024-08-03 16:00:00,66488.41511128565,BTC,63215.93431218406,66fbb840c0bc76aa6500221e,60994.6836821812,64852.17471173486
670e950ada472f0d69dab1ac,2024-08-03 17:00:00,66658.83673288945,BTC,63187.45241943891,66fbb840c0bc76aa6500221f,60479.65281223573,64923.14457616418
670e950ada472f0d69dab1ad,2024-08-03 18:00:00,66865.08859498618,BTC,63159.09954223966,66fbb840c0bc76aa65002220,60189.96845750634,65012.09406861292
670e950ada472f0d69dab1ae,2024-08-03 19:00:00,66836.20369201207,BTC,63130.86966189422,66fbb840c0bc76aa65002221,60239.76848413119,64983.53667695315
670e950ada472f0d69dab1af,2024-08-03 20:00:00,68032.33589645589,BTC,63102.76052191958,66fbb840c0bc76aa65002222,60343.21863445171,65567.54820918773
670e950ada472f0d69dab1b0,2024-08-03 21:00:00,65622.17991289141,BTC,63074.779646325405,66fbb840c0bc76aa65002223,60618.77248612228,64348.47977960841
670e950ada472f0d69dab1b1,2024-08-03 22:00:00,68004.75023425183,BTC,63046.90728456409,66fbb840c0bc76aa65002224,60617.47759304647,65525.82875940796
670e950ada472f0d69dab1b2,2024-08-03 23:00:00,70983.71944550311,BTC,63019.12151937822,66fbb840c0bc76aa65002225,60692.74655132834,67001.42048244066
670e950ada472f0d69dab1b3,2024-08-04 00:00:00,66920.02762513031,BTC,62991.41941006626,66fbb840c0bc76aa65002226,60699.49439948824,64955.723517598286
670e950ada472f0d69dab1b4,2024-08-04 01:00:00,66127.38622685154,BTC,62963.80013638455,66fbb840c0bc76aa65002227,60690.86223971706,64545.59318161804
670e950ada472f0d69dab1b5,2024-08-04 02:00:00,65049.50783066583,BTC,62936.26598776623,66fbb840c0bc76aa65002228,60830.63806682805,63992.88690921603
670e950ada472f0d69dab1b6,2024-08-04 03:00:00,65399.54770670468,BTC,62908.778289338545,66fbb840c0bc76aa65002229,60701.70783131668,64154.16299802161
670e950ada472f0d69dab1b7,2024-08-04 04:00:00,66465.88444089788,BTC,62881.36101337212,66fbb840c0bc76aa6500222a,60562.69287304804,64673.622727135
670e950ada472f0d69dab1b8,2024-08-04 05:00:00,70121.62667480901,BTC,62854.013811178884,66fbb840c0bc76aa6500222b,60753.07421678373,66487.82024299394
670e950ada472f0d69dab1b9,2024-08-04 06:00:00,67787.67342380395,BTC,62826.744610728805,66fbb840c0bc76aa6500222c,60791.77881760039,65307.209017266374
670e950ada472f0d69dab1ba,2024-08-04 07:00:00,64350.97140528499,BTC,62799.55085165764,66fbb840c0bc76aa6500222d,60286.95204836101,63575.26112847131
670e950ada472f0d69dab1bb,2024-08-04 08:00:00,64916.24545716045,BTC,62772.44187546412,66fbb840c0bc76aa6500222e,60546.2530205856,63844.343666312285
670e950ada472f0d69dab1bc,2024-08-04 09:00:00,66475.24999789523,BTC,62745.40201792155,66fbb840c0bc76aa6500222f,60680.93688933699,64610.326007908385
670e950ada472f0d69dab1bd,2024-08-04 10:00:00,68035.27046202983,BTC,62718.45984679727,66fbb840c0bc76aa65002230,60786.08901210387,65376.86515441355
670e950ada472f0d69dab1be,2024-08-04 11:00:00,65839.34856165362,BTC,62691.61440393426,66fbb840c0bc76aa65002231,60832.39995773548,64265.48148279394
670e950ada472f0d69dab1bf,2024-08-04 12:00:00,66570.26471371471,BTC,62664.86524616324,66fbb840c0bc76aa65002232,61025.39670259631,64617.56497993898
670e950ada472f0d69dab1c0,2024-08-04 13:00:00,65021.98660727189,BTC,62638.223201330395,66fbb840c0bc76aa65002233,60881.5605203503,63830.104904301144
670e950ada472f0d69dab1c1,2024-08-04 14:00:00,64031.48413100184,BTC,62611.67803232585,66fbb840c0bc76aa65002234,59550.48315141039,63321.58108166384
670e950ada472f0d69dab1c2,2024-08-04 15:00:00,59586.79006337916,BTC,62585.21380693387,66fbb840c0bc76aa65002235,59018.85534455119,61086.00193515651
670e950ada472f0d69dab1c3,2024-08-04 16:00:00,62886.85225707776,BTC,62558.831385334015,66fbb840c0bc76aa65002236,58690.85847362686,62722.84182120589
670e950ada472f0d69dab1c4,2024-08-04 17:00:00,62449.578976336,BTC,62532.557480379925,66fbb840c0bc76aa65002237,57904.79369076299,62491.068228357966
670e950ada472f0d69dab1c5,2024-08-04 18:00:00,63432.19456924269,BTC,62506.365731745704,66fbb840c0bc76aa65002238,58764.11068111832,62969.280150494196
670e950ada472f0d69dab1c6,2024-08-04 19:00:00,62119.523698990815,BTC,62480.27719943171,66fbb840c0bc76aa65002239,59273.246784554576,62299.90044921126
670e950ada472f0d69dab1c7,2024-08-04 20:00:00,62536.34247494304,BTC,62454.28460129523,66fbb840c0bc76aa6500223a,59052.34589502608,62495.31353811914
670e950ada472f0d69dab1c8,2024-08-04 21:00:00,63825.92209044328,BTC,62428.376132742625,66fbb840c0bc76aa6500223b,58402.42120883869,63127.14911159295
670e950ada472f0d69dab1c9,2024-08-04 22:00:00,63283.07110675049,BTC,62402.55130075844,66fbb840c0bc76aa6500223c,58670.00284427353,62842.81120375446
670e950ada472f0d69dab1ca,2024-08-04 23:00:00,62497.968752720975,BTC,62376.81909910342,66fbb840c0bc76aa6500223d,58008.06048706078,62437.3939259122
670e950ada472f0d69dab1cb,2024-08-05 00:00:00,62687.21040168106,BTC,62351.17212967496,66fbb840c0bc76aa6500223e,55730.86511580912,62519.19126567801
670e950ada472f0d69dab1cc,2024-08-05 01:00:00,62710.322082260645,BTC,62325.59355440197,66fbb840c0bc76aa6500223f,54740.11522811672,62517.957818331306
670e950ada472f0d69dab1cd,2024-08-05 02:00:00,61974.56306447033,BTC,62300.088419125525,66fbb840c0bc76aa65002240,54632.92192844819,62137.325741797926
670e950ada472f0d69dab1ce,2024-08-05 03:00:00,61518.94448416171,BTC,62274.65816777467,66fbb840c0bc76aa65002241,54136.59802180354,61896.80132596819
670e950ada472f0d69dab1cf,2024-08-05 04:00:00,59046.37515537556,BTC,62249.291236552184,66fbb840c0bc76aa65002242,53701.42864707232,60647.833195963874
670e950ada472f0d69dab1d0,2024-08-05 05:00:00,61009.81837018121,BTC,62223.99816206236,66fbb840c0bc76aa65002243,52861.224244745965,61616.90826612178
670e950ada472f0d69dab1d1,2024-08-05 06:00:00,62087.929394356135,BTC,62198.78023678619,66fbb840c0bc76aa65002244,51382.632410570455,62143.35481557116
670e950ada472f0d69dab1d2,2024-08-05 07:00:00,62815.92284050214,BTC,62173.64398679158,66fbb840c0bc76aa65002245,52797.71411769439,62494.78341364686
670e950ada472f0d69dab1d3,2024-08-05 08:00:00,64810.40751036596,BTC,62148.58988698385,66fbb840c0bc76aa65002246,52639.3167942845,63479.498698674906
670e950ada472f0d69dab1d4,2024-08-05 09:00:00,65179.62280330509,BTC,62123.626485031295,66fbb840c0bc76aa65002247,52338.31305972166,63651.62464416819
670e950ada472f0d69dab1d5,2024-08-05 10:00:00,68949.17908743696,BTC,62098.756351772965,66fbb840c0bc76aa65002248,51406.35877191025,65523.96771960496
670e950ada472f0d69dab1d6,2024-08-05 11:00:00,66287.26745529241,BTC,62073.990043238795,66fbb840c0bc76aa65002249,51484.23416359988,64180.628749265605
670e950ada472f0d69dab1d7,2024-08-05 12:00:00,66427.02611263783,BTC,62049.31180962443,66fbb840c0bc76aa6500224a,49808.94364666618,64238.16896113113
670e950ada472f0d69dab1d8,2024-08-05 13:00:00,68754.23042645134,BTC,62024.74664824771,66fbb840c0bc76aa6500224b,52013.74023345297,65389.48853734952
670e950ada472f0d69dab1d9,2024-08-05 14:00:00,67150.71524637597,BTC,62000.29576975825,66fbb840c0bc76aa6500224c,54151.04322208342,64575.505508067115
670e950ada472f0d69dab1da,2024-08-05 15:00:00,66187.82428874537,BTC,61975.97370304708,66fbb840c0bc76aa6500224d,54332.12018174021,64081.89899589622
670e950ada472f0d69dab1db,2024-08-05 16:00:00,62748.59862369175,BTC,61951.79133015261,66fbb840c0bc76aa6500224e,54279.83908551267,62350.19497692218
670e950ada472f0d69dab1dc,2024-08-05 17:00:00,63754.13837217721,BTC,61927.74949333849,66fbb840c0bc76aa6500224f,54784.89604446096,62840.943932757844
670e950ada472f0d69dab1dd,2024-08-05 18:00:00,61021.77168883689,BTC,61903.846997543704,66fbb840c0bc76aa65002250,53375.37950900305,61462.809343190296
670e950ada472f0d69dab1de,2024-08-05 19:00:00,62838.736624262034,BTC,61880.08912497345,66fbb840c0bc76aa65002251,53304.11600174056,62359.412874617745
670e950ada472f0d69dab1df,2024-08-05 20:00:00,64373.29989443451,BTC,61856.48366045759,66fbb840c0bc76aa65002252,54108.71076601016,63114.89177744605
670e950ada472f0d69dab1e0,2024-08-05 21:00:00,62520.77387207275,BTC,61833.01737534662,66fbb840c0bc76aa65002253,54445.93243807797,62176.895623709686
670e950ada472f0d69dab1e1,2024-08-05 22:00:00,62521.3601227725,BTC,61809.699261246125,66fbb840c0bc76aa65002254,54589.186015023166,62165.52969200931
670e950ada472f0d69dab1e2,2024-08-05 23:00:00,64504.20794029944,BTC,61786.53462506136,66fbb840c0bc76aa65002255,54017.787525387546,63145.3712826804
670e950ada472f0d69dab1e3,2024-08-06 00:00:00,60215.59830089577,BTC,61763.49693877144,66fbb840c0bc76aa65002256,55823.4221685715,60989.547619833604
670e950ada472f0d69dab1e4,2024-08-06 01:00:00,59811.88572630014,BTC,61740.60256323451,66fbb840c0bc76aa65002257,55875.15751999111,60776.244144767326
670e950ada472f0d69dab1e5,2024-08-06 02:00:00,58751.66818400997,BTC,61717.86006336563,66fbb840c0bc76aa65002258,55816.83828371772,60234.7641236878
670e950ada472f0d69dab1e6,2024-08-06 03:00:00,58588.80375483665,BTC,61695.254067120106,66fbb840c0bc76aa65002259,55732.51572256875,60142.02891097838
670e950ada472f0d69dab1e7,2024-08-06 04:00:00,61410.65497892175,BTC,61672.77453826195,66fbb840c0bc76aa6500225a,55485.043838472855,61541.71475859185
670e950ada472f0d69dab1e8,2024-08-06 05:00:00,60255.57586982074,BTC,61650.43006281644,66fbb840c0bc76aa6500225b,55936.02078583348,60953.00296631859
670e950ada472f0d69dab1e9,2024-08-06 06:00:00,59467.7309171598,BTC,61628.218027050614,66fbb840c0bc76aa6500225c,55767.71167626548,60547.97447210521
670e950ada472f0d69dab1ea,2024-08-06 07:00:00,59954.67360032493,BTC,61606.12787795679,66fbb840c0bc76aa6500225d,56137.44104927848,60780.40073914086
670e950ada472f0d69dab1eb,2024-08-06 08:00:00,57823.73045089774,BTC,61584.167423246676,66fbb840c0bc76aa6500225e,55214.91136793679,59703.94893707221
670e950ada472f0d69dab1ec,2024-08-06 09:00:00,57508.670240092,BTC,61562.34385726569,66fbb840c0bc76aa6500225f,55251.67006526853,59535.507048678846
670e950ada472f0d69dab1ed,2024-08-06 10:00:00,57727.549740366674,BTC,61540.654341753645,66fbb840c0bc76aa65002260,55049.03635070605,59634.10204106016
670e950ada472f0d69dab1ee,2024-08-06 11:00:00,56562.3292642374,BTC,61519.09371345737,66fbb840c0bc76aa65002261,55246.45023724919,59040.71148884739
670e950ada472f0d69dab1ef,2024-08-06 12:00:00,56331.920884675856,BTC,61497.66093998016,66fbb840c0bc76aa65002262,54844.03681055216,58914.79091232801
670e950ada472f0d69dab1f0,2024-08-06 13:00:00,55651.50733282389,BTC,61476.34610910219,66fbb840c0bc76aa65002263,55185.68788053959,58563.926720963034
670e950ada472f0d69dab1f1,2024-08-06 14:00:00,56318.768301246666,BTC,61455.14020991419,66fbb840c0bc76aa65002264,56221.52076242584,58886.95425558043
670e950ada472f0d69dab1f2,2024-08-06 15:00:00,55342.73004704323,BTC,61434.03650333648,66fbb840c0bc76aa65002265,56410.84649935449,58388.38327518986
670e950ada472f0d69dab1f3,2024-08-06 16:00:00,55665.55014231937,BTC,61413.04352244913,66fbb840c0bc76aa65002266,56830.83378226946,58539.29683238425
670e950ada472f0d69dab1f4,2024-08-06 17:00:00,55736.621704460944,BTC,61392.15532853458,66fbb840c0bc76aa65002267,56691.97378253807,58564.38851649776
670e950ada472f0d69dab1f5,2024-08-06 18:00:00,57618.52576486242,BTC,61371.36592232331,66fbb840c0bc76aa65002268,56909.58368023811,59494.94584359287
670e950ada472f0d69dab1f6,2024-08-06 19:00:00,56871.19769558686,BTC,61350.674565858986,66fbb840c0bc76aa65002269,56669.76570135097,59110.93613072293
670e950ada472f0d69dab1f7,2024-08-06 20:00:00,56997.57049949039,BTC,61330.09233442517,66fbb840c0bc76aa6500226a,56528.38851418203,59163.83141695778
670e950ada472f0d69dab1f8,2024-08-06 21:00:00,56579.93749412071,BTC,61309.58679648273,66fbb840c0bc76aa6500226b,56447.46754453576,58944.76214530172
670e950ada472f0d69dab1f9,2024-08-06 22:00:00,57245.97517583695,BTC,61289.17271481504,66fbb840c0bc76aa6500226c,56255.96517643363,59267.573945325996
670e950ada472f0d69dab1fa,2024-08-06 23:00:00,57698.64737851628,BTC,61268.84593803733,66fbb840c0bc76aa6500226d,56002.98786390631,59483.74665827681
670e950ada472f0d69dab1fb,2024-08-07 00:00:00,53190.06311030197,BTC,61248.60373612696,66fbb840c0bc76aa6500226e,56322.63043546859,57219.33342321447
670e950ada472f0d69dab1fc,2024-08-07 01:00:00,54945.48102646362,BTC,61228.43832810098,66fbb840c0bc76aa6500226f,56965.36236979585,58086.9596772823
670e950ada472f0d69dab1fd,2024-08-07 02:00:00,53978.69333553439,BTC,61208.3634936097,66fbb840c0bc76aa65002270,56797.74133131757,57593.52841457205
670e950ada472f0d69dab1fe,2024-08-07 03:00:00,54908.40706833719,BTC,61188.377623478475,66fbb840c0bc76aa65002271,56905.21119573045,58048.392345907836
670e950ada472f0d69dab1ff,2024-08-07 04:00:00,54166.11442553257,BTC,61168.485419179386,66fbb840c0bc76aa65002272,57208.2153077444,57667.299922355975
670e950ada472f0d69dab200,2024-08-07 05:00:00,54482.7474718916,BTC,61148.68933921726,66fbb840c0bc76aa65002273,56859.72596899566,57815.71840555443
670e950ada472f0d69dab201,2024-08-07 06:00:00,54951.18165685688,BTC,61128.994389298074,66fbb840c0bc76aa65002274,56876.85186563248,58040.08802307748
670e950ada472f0d69dab202,2024-08-07 07:00:00,55147.646129323126,BTC,61109.39953402816,66fbb840c0bc76aa65002275,56964.3030282493,58128.52283167564
670e950ada472f0d69dab203,2024-08-07 08:00:00,56922.86878269771,BTC,61089.92253171871,66fbb840c0bc76aa65002276,57339.411465656,59006.39565720821
670e950ada472f0d69dab204,2024-08-07 09:00:00,58476.21459885278,BTC,61070.55602158898,66fbb840c0bc76aa65002277,57406.9276803775,59773.38531022088
670e950ada472f0d69dab205,2024-08-07 10:00:00,55709.88318908339,BTC,61051.29760220557,66fbb840c0bc76aa65002278,57445.34659087052,58380.59039564448
670e950ada472f0d69dab206,2024-08-07 11:00:00,56721.21159173847,BTC,61032.13930619823,66fbb840c0bc76aa65002279,57031.00974065344,58876.67544896835
670e950ada472f0d69dab207,2024-08-07 12:00:00,56438.25971121825,BTC,61013.09458339281,66fbb840c0bc76aa6500227a,57344.95674660233,58725.67714730553
670e950ada472f0d69dab208,2024-08-07 13:00:00,55709.42106117839,BTC,60994.13690884366,66fbb840c0bc76aa6500227b,56848.73256564445,58351.77898501103
670e950ada472f0d69dab209,2024-08-07 14:00:00,58287.31085766301,BTC,60975.258401550236,66fbb840c0bc76aa6500227c,56293.01216681724,59631.28462960663
670e950ada472f0d69dab20a,2024-08-07 15:00:00,58267.59734603242,BTC,60956.42432672299,66fbb840c0bc76aa6500227d,56068.22537874638,59612.0108363777
670e950ada472f0d69dab20b,2024-08-07 16:00:00,57819.82320977651,BTC,60937.65601979968,66fbb840c0bc76aa6500227e,56183.951075141165,59378.73961478809
670e950ada472f0d69dab20c,2024-08-07 17:00:00,57586.18394733974,BTC,60918.94338321841,66fbb840c0bc76aa6500227f,55575.67076422335,59252.56366527907
670e950ada472f0d69dab20d,2024-08-07 18:00:00,59642.17820355632,BTC,60900.31101637924,66fbb840c0bc76aa65002280,54789.117757801134,60271.244609967776
670e950ada472f0d69dab20e,2024-08-07 19:00:00,58371.8368020533,BTC,60881.75882610158,66fbb840c0bc76aa65002281,54792.64069298883,59626.797814077436
670e950ada472f0d69dab20f,2024-08-07 20:00:00,59084.32375054255,BTC,60863.267367244305,66fbb840c0bc76aa65002282,54998.49508923217,59973.79555889343
670e950ada472f0d69dab210,2024-08-07 21:00:00,57316.78863793695,BTC,60844.84820807463,66fbb840c0bc76aa65002283,55360.59438835808,59080.818423005796
670e950ada472f0d69dab211,2024-08-07 22:00:00,58363.1291211224,BTC,60826.491256988586,66fbb840c0bc76aa65002284,55290.40655882626,59594.8101890555
670e950ada472f0d69dab212,2024-08-07 23:00:00,59384.78420075106,BTC,60808.20112680701,66fbb840c0bc76aa65002285,55041.60392364597,60096.492663779034
670e950ada472f0d69dab213,2024-08-08 00:00:00,56211.68803710652,BTC,60789.98141957025,66fbb840c0bc76aa65002286,55288.36398602599,58500.834728338385
670e950ada472f0d69dab214,2024-08-08 01:00:00,57045.997102278,BTC,60771.83607596058,66fbb840c0bc76aa65002287,56877.26838524558,58908.91658911929
670e950ada472f0d69dab215,2024-08-08 02:00:00,56036.37585811058,BTC,60753.776248417256,66fbb840c0bc76aa65002288,57381.38146139041,58395.07605326392
670e950ada472f0d69dab216,2024-08-08 03:00:00,57639.06858995689,BTC,60735.80512927413,66fbb840c0bc76aa65002289,57192.84968201591,59187.43685961551
